place,name,points,level
1,Schuler Christian ***,58.25,***
3,Schurtenberger Sven **,57.00,**
4 c,Alpiger Nick **,56.75,**
5 c,Betschart Rainer **,56.50,**
7 a,Bieri Marcel **,56.00,**
8 b,Imhof Andi ***,55.75,***
8 e,Hess Dominik *,55.75,*
9 c,Küttel Pirmin **,55.50,**
Inner,weizer Schwingerverband,,Schwingerverband
2 a,Suppiger René **,57.25,**
4 a,Arnold Stefan **,56.75,**
5 a,Müllestein Mike **,56.50,**
6 a,Höﬂiger Andreas **,56.25,**
7 b,Ulrich Andreas ***,56.00,***
8 c,Muﬀ Armin **,55.75,**
9 a,Schuler Alex **,55.50,**
9 d,Nietlispach Pascal **,55.50,**
2 b,Gloggner Philipp ***,57.25,***
4 b,Schelbert Ralf **,56.75,**
5 b,Nötzli Reto ***,56.50,***
6 b,Mathis Marcel ***,56.25,***
8 a,Zimmermann Martin **,55.75,**
8 d,Schuler Philipp **,55.75,**
9 b,Voggensperger Janic (1998) *,55.50,*
9 e,Räbmatter Patrick **,55.50,**
9 f,Bürgler André *,55.50,*
11 a,Gasser Stefan **,55.00,**
12 b,Odermatt Christian **,54.75,**
12 e,von Ah Benji ***,54.75,***
13 c,Hasler Florian **,54.50,**
13 f,Bernhard Lukas *,54.50,*
13 i,Thalmann Thomas *,54.50,*
13 l,Heiniger Marco *,54.50,*
14 a,Britschgi Melk **,54.25,**
Inner,weizer Schwingerverband,,Schwingerverband
10 a,Kälin Roland **,55.25,**
11 b,Laimbacher Philipp ***,55.00,***
12 c,Fankhauser Erich ***,54.75,***
13 a,Betschart Remo **,54.50,**
13 d,Hauri Urs **,54.50,**
13 g,Egli David *,54.50,*
13 j,Widmer Tobias **,54.50,**
13 m,Müller Michael **,54.50,**
14 b,Bürgler Lukas *,54.25,*
10 b,Fink Bruno *,55.25,*
12 a,Kennel Beat *,54.75,*
12 d,Stöckli Stefan **,54.75,**
13 b,Egli Damian **,54.50,**
13 e,Kennel Stefan *,54.50,*
13 h,Kempf Elias **,54.50,**
13 k,Bisig Thomas **,54.50,**
13 n,Nötzli Bruno ***,54.50,***
14 c,Eﬃnger Markus *,54.25,*
14 d,Heinzer Stefan *,54.25,*
14 g,Schmid David **,54.25,**
14 j,Scherer Adrian *,54.25,*
15,Bernet Christoph *,53.75,*
17 a,Gerber Manuel *,53.00,*
17 d,Diener Pirmin *,53.00,*
17 g,Schmid Samuel **,53.00,**
18 b,Bader Andreas *,35.50,*
19 b,Schnell Mathias *,35.25,*
Inner,weizer Schwingerverband,,Schwingerverband
14 e,Imboden Roger **,54.25,**
14 h,Briker Michael *,54.25,*
14 k,Stalder Remo ***,54.25,***
16 a,Egli Manuel *,53.25,*
17 b,Klausner Yanick **,53.00,**
17 e,Döbeli Lukas (2000) *,53.00,*
17 h,Arnold Andreas *,53.00,*
18 c,Hügli Kaj *,35.50,*
19 c,Stüdeli Thomas **,35.25,**
14 f,Kenel Franz-Toni *,54.25,*
14 i,Brun Jonas **,54.25,**
14 l,Gwerder Dario *,54.25,*
16 b,Kocher Remo **,53.25,**
17 c,Bättig Martin *,53.00,*
17 f,Gassmann Michael *,53.00,*
18 a,Inderbitzin Daniel *,35.50,*
19 a,Müller Toni *,35.25,*
20 a,Brun Samuel (1999) *,34.75,*
20 b,Koch Roger *,34.75,*
22 a,Leuthard Reto *,34.25,*
22 d,Schnider Markus *,34.25,*
23,Probst Gabriel **,34.00,**
* Kan,nal- bzw. Gauverbandskranzschwin,ger ** T,Gauverbandskranzschwin
Inner,weizer Schwingerverband,,Schwingerverband
20 c,Fankhauser Reto **,34.75,**
22 b,Moser Matthias *,34.25,*
22 e,Waldner Patrick **,34.25,**
24,Strebel Joel **,25.50,**
lverb,dskranzschwinger *** Eidg. Kranzs,chwinge,Kranzs
21,Winiger Fabian **,34.50,**
22 c,Scherrer Johann **,34.25,**
22 f,Hermann Oliver *,34.25,*
25,Gassmann Fabian **,8.75,**
