place,name,points,level
1,Giger Samuel ***,59.00,***
3 b,Schurtenberger Sven ***,58.00,***
5 b,Bless Michael ***,57.25,***
6 a,Dändliker Shane **,57.00,**
7 a,Bühler Hannes *,56.75,*
7 d,Notz Beni ***,56.75,***
7 g,Bürgler Patrick *,56.75,*
7 j,Schläpfer Markus **,56.75,**
Otten,g,,g
2,Voggensperger Janic **,58.25,**
4,Ott Damian **,57.75,**
5 c,Kindlimann Fabian ***,57.25,***
6 b,Schmid Dominik **,57.00,**
7 b,Dumelin David **,56.75,**
7 e,Ammann Rico *,56.75,*
7 h,Hugelshofer Lars *,56.75,*
7 k,Stöckli Stefan ***,56.75,***
3 a,Schneider Mario **,58.00,**
5 a,Schlegel Werner **,57.25,**
5 d,Oettli Marco **,57.25,**
6 c,Schneider Domenic ***,57.00,***
7 c,Kolb This **,56.75,**
7 f,Bernold Michael *,56.75,*
7 i,Oettli Silvio **,56.75,**
7 l,Wetter Silvan *,56.75,*
7 m,Wey Nicola *,56.75,*
8 c,Blaser Christian **,56.50,**
8 f,Steiner Michael **,56.50,**
9 b,Schudel Simon *,56.25,*
9 e,Schäppi Urs *,56.25,*
10 c,Inauen Maurus,56.00,Maurus
10 f,Kundert Elias (2005),56.00,(2005)
11 c,Winzeler Simon,55.75,Simon
Otten,g,,g
8 a,Käser Remo ***,56.50,***
8 d,Blaser Niklas *,56.50,*
8 g,Kolb Kilian (2005),56.50,(2005)
9 c,Niederer Andreas,56.25,Andreas
10 a,Kolb Pirmin *,56.00,*
10 d,Kiser Aron,56.00,Aron
11 a,Imhof Gregor,55.75,Gregor
11 d,Bleiker Ueli (2004),55.75,(2004)
8 b,Bärtsch Fabian *,56.50,*
8 e,Schmid Patrick *,56.50,*
9 a,Kuster Thomas **,56.25,**
9 d,Odermatt Gian Maria (2004) *,56.25,*
10 b,Habegger Andrin (2005),56.00,(2005)
10 e,Akeret Benno *,56.00,*
11 b,Mettler Valentin *,55.75,*
11 e,Bürli Roger **,55.75,**
11 f,Koch Thomas *,55.75,*
12 b,Fuster Sepp *,55.50,*
12 e,Bachmann Janos (2004),55.50,(2004)
12 h,Lenherr Jonas (2005),55.50,(2005)
13 a,Egli Martin,55.25,Martin
13 d,Reichmuth Beat,55.25,Beat
13 g,Ulmann Fabian *,55.25,*
13 j,Feldmann Patrik (2005),55.25,(2005)
Otten,g,,g
11 g,Schnurrenberger Roman **,55.75,**
12 c,Hug Jan,55.50,Jan
12 f,Bucher Roman,55.50,Roman
12 i,Wolfer Lukas *,55.50,*
13 b,Koller Silvan *,55.25,*
13 e,Signer Andy *,55.25,*
13 h,von Büren Stephan **,55.25,**
13 k,Horner Sämi,55.25,Sämi
12 a,Stöckli Damian *,55.50,*
12 d,Keller Manuel *,55.50,*
12 g,Hinrichs Silvio (2004),55.50,(2004)
12 j,Keller Dominic,55.50,Dominic
13 c,Lenherr Cédric *,55.25,*
13 f,Straub Paul,55.25,Paul
13 i,Brülisauer Dominik,55.25,Dominik
13 l,Jäger Mathias (2006),55.25,(2006)
13 m,Kiener Raphael,55.25,Raphael
13 p,Rüegger Remo,55.25,Remo
13 s,Studerus Jan,55.25,Jan
14 a,Blaser Jan *,55.00,*
14 d,Brunner Dominik (2004),55.00,(2004)
14 g,Lozza Roman,55.00,Roman
15 a,Gerig Marcel,54.75,Marcel
15 d,Burkhalter Stefan ***,54.75,***
16 b,Inauen Aurel,54.50,Aurel
Otten,g,,g
13 n,Koller Fabian *,55.25,*
13 q,Rüegg Patrick,55.25,Patrick
13 t,Walser Simon (2004),55.25,(2004)
