place,name,points,level
1,Imhof Andi ***,58.50,***
4,Gisler Bruno ***,57.50,***
5 c,Stöckli Stefan *,57.25,*
5 f,Laimbacher Adrian ***,57.25,***
6 a,von Ah Benji ***,57.00,***
6 d,Müller Michael,57.00,Michael
6 g,Aeschbacher Matthias **,57.00,**
7 b,Ulrich Andreas ***,56.75,***
7 e,Elsener Adrian *,56.75,*
Inner,weizer Schwingerverband,,Schwingerverband
2,Wicki Joel (1997) **,58.00,**
5 a,Grab Martin ***,57.25,***
5 d,Steinauer Adrian **,57.25,**
5 g,Höﬂiger Andreas *,57.25,*
6 b,Schurtenberger Sven **,57.00,**
6 e,Gloggner Reto **,57.00,**
6 h,Grab Daniel *,57.00,*
7 c,Schärli Peter *,56.75,*
7 f,Zimmermann Martin **,56.75,**
3,Schuler Christian ***,57.75,***
5 b,Müllestein Mike **,57.25,**
5 e,Laimbacher Philipp ***,57.25,***
5 h,Fankhauser Erich ***,57.25,***
6 c,Schuler Alex **,57.00,**
6 f,Betschart Remo **,57.00,**
7 a,Egli Pirmin *,56.75,*
7 d,Imfeld Peter ***,56.75,***
7 g,Schelbert Ralf *,56.75,*
7 h,Gloggner Hansjörg ***,56.75,***
8 c,Marti Fabian *,56.50,*
8 f,Suppiger Werner **,56.50,**
9 a,Rohrer Marco **,56.25,**
9 d,Niederberger Jakob **,56.25,**
10 b,Mathis Marcel ***,56.00,***
10 e,Betschart Rainer **,56.00,**
11 b,Waser Dominik *,55.75,*
11 e,Scheidegger Philipp **,55.75,**
Inner,weizer Schwingerverband,,Schwingerverband
8 a,Suppiger René **,56.50,**
8 d,Linggi Bruno **,56.50,**
8 g,Gasser Stefan **,56.50,**
9 b,Käslin Benno *,56.25,*
9 e,Zurﬂuh Roman *,56.25,*
10 c,Gwerder Guido **,56.00,**
10 f,Scheuber Lutz **,56.00,**
11 c,Odermatt Sepp **,55.75,**
11 f,Gander Adrian *,55.75,*
8 b,Matthey Mickaël **,56.50,**
8 e,Herger Matthias *,56.50,*
8 h,Fankhauser Reto **,56.50,**
9 c,Omlin Toni *,56.25,*
10 a,Räbmatter Patrick **,56.00,**
10 d,Gwerder Christian **,56.00,**
11 a,Wenger Kilian ***,55.75,***
11 d,Fankhauser Marco **,55.75,**
12 a,Vonlaufen Lukas *,55.50,*
12 b,Britschgi Melk **,55.50,**
12 e,Eﬃnger Markus *,55.50,*
12 h,Fink Bruno *,55.50,*
13 a,Schuler Philipp **,55.25,**
13 d,Theiler Beat *,55.25,*
13 g,Koch Roger *,55.25,*
13 j,Lang Sven (1998) *,55.25,*
13 m,Kennel Beat *,55.25,*
13 p,Moos Christoph,55.25,Christoph
Inner,weizer Schwingerverband,,Schwingerverband
12 c,Rohrer Ivan *,55.50,*
12 f,Zimmermann Daniel *,55.50,*
12 i,Fässler Cornel *,55.50,*
13 b,Zimmermann Martin *,55.25,*
13 e,Muﬀ André *,55.25,*
13 h,Zurﬂuh Markus **,55.25,**
13 k,Indergand Armin *,55.25,*
13 n,Bieri Marcel **,55.25,**
14 a,Zimmermann Simon *,55.00,*
12 d,Kempf Elias **,55.50,**
