result,name,level,points,placed_fighter,fight_round
+,Henzer Andreas **,**,10.00,Strebel Joel **,1
+,Scherrer Johann **,**,10.00,Strebel Joel **,2
+,Studinger Stephan **,**,9.75,Strebel Joel **,3
-,Alpiger Nick ***,***,8.75,Strebel Joel **,4
+,Hauri Urs **,**,10.00,Strebel Joel **,5
+,Bieri Christoph ***,***,10.00,Strebel Joel **,6
+,Schmutz Adrian *,*,10.00,Döbeli Andreas *,1
+,Lisser Beat *,*,10.00,Döbeli Andreas *,2
o,Alpiger Nick ***,***,8.50,Döbeli Andreas *,3
+,Lisser Daniel *,*,10.00,Döbeli Andreas *,4
-,Henzer Andreas **,**,9.00,Döbeli Andreas *,5
+,Probst Gabriel **,**,10.00,Döbeli Andreas *,6
+,Kropf Marcel **,**,10.00,Räbmatter Patrick ***,1
+,von Arx Christian *,*,9.75,Räbmatter Patrick ***,2
-,Bieri Christoph ***,***,8.75,Räbmatter Patrick ***,3
-,Mangold Michael **,**,8.75,Räbmatter Patrick ***,4
+,Lisser Beat *,*,10.00,Räbmatter Patrick ***,5
+,Kocher Remo **,**,9.75,Räbmatter Patrick ***,6
o,Bächli Michael **,**,8.50,Brun Samuel **,1
+,Huber Fabian,Fabian,10.00,Brun Samuel **,2
+,Von Wyl Simon,Simon,10.00,Brun Samuel **,3
-,Hügli Kaj **,**,8.75,Brun Samuel **,4
+,Hasler Jimmy *,*,9.75,Brun Samuel **,5
+,Kropf Marcel **,**,9.75,Brun Samuel **,6
-,Hügli Kaj **,**,8.75,Odermatt Adrian (2001) *,1
-,Schwenkfelder Lukas *,*,8.75,Odermatt Adrian (2001) *,2
+,Loosli Adrian,Adrian,10.00,Odermatt Adrian (2001) *,3
+,Vogel Remo (2001) *,*,10.00,Odermatt Adrian (2001) *,4
-,Rüegger Aaron *,*,8.75,Odermatt Adrian (2001) *,5
+,Kohler Adrian *,*,10.00,Odermatt Adrian (2001) *,6
o,Alpiger Nick ***,***,8.50,Gnägi Florian ***,1
-,Döbeli Lukas **,**,9.00,Gnägi Florian ***,2
+,Gerber Manuel *,*,10.00,Gnägi Florian ***,3
+,Schmid Samuel **,**,10.00,Gnägi Florian ***,4
-,Studinger Stephan **,**,8.75,Gnägi Florian ***,5
+,Gerber Andrj *,*,10.00,Gnägi Florian ***,6
o,Strebel Joel **,**,8.50,Henzer Andreas **,1
+,Körkel Yannik,Yannik,10.00,Henzer Andreas **,2
+,Küng Marco *,*,10.00,Henzer Andreas **,3
+,Bearda Samuel **,**,9.75,Henzer Andreas **,4
-,Döbeli Andreas *,*,8.75,Henzer Andreas **,5
-,von Arx Christian *,*,9.00,Henzer Andreas **,6
-,Gerber Manuel *,*,8.75,Leuthard Reto **,1
+,Steinmann Yves *,*,9.75,Leuthard Reto **,2
+,Vogt Fredy (2001),(2001),9.75,Leuthard Reto **,3
-,Bader Andreas **,**,8.75,Leuthard Reto **,4
-,Schmutz Adrian *,*,8.75,Leuthard Reto **,5
+,Bieli Andreas,Andreas,9.75,Leuthard Reto **,6
+,Bearda Samuel **,**,9.75,von Arx Christian *,1
o,Räbmatter Patrick ***,***,8.50,von Arx Christian *,2
+,Burren Dominik (2003),(2003),10.00,von Arx Christian *,3
o,Studinger Stephan **,**,8.50,von Arx Christian *,4
+,Küng Marco *,*,9.75,von Arx Christian *,5
-,Henzer Andreas **,**,9.00,von Arx Christian *,6
+,Gnägi Florian ***,***,9.75,Alpiger Nick ***,1
+,Stegmüller Klemens *,*,10.00,Alpiger Nick ***,2
+,Döbeli Andreas *,*,9.75,Alpiger Nick ***,3
-,Strebel Joel **,**,8.75,Alpiger Nick ***,4
+,Scherrer Johann **,**,10.00,Alpiger Nick ***,5
+,Mangold Michael **,**,10.00,Alpiger Nick ***,6
+,Kocher Remo **,**,10.00,Döbeli Lukas **,1
-,Gnägi Florian ***,***,8.75,Döbeli Lukas **,2
-,Gerber Andrj *,*,9.00,Döbeli Lukas **,3
+,Stoll Thomas,Thomas,10.00,Döbeli Lukas **,4
+,Kohler Adrian *,*,9.75,Döbeli Lukas **,5
+,Lisser Beat *,*,9.75,Döbeli Lukas **,6
+,Schwenkfelder Lukas *,*,10.00,Scherrer Johann **,1
o,Strebel Joel **,**,8.50,Scherrer Johann **,2
+,Müller Jan,Jan,10.00,Scherrer Johann **,3
+,Hermann Oliver *,*,10.00,Scherrer Johann **,4
o,Alpiger Nick ***,***,8.50,Scherrer Johann **,5
+,Widmer David **,**,10.00,Scherrer Johann **,6
+,Voggensperger Lars (2001) *,*,9.75,Hermann Oliver *,1
+,Probst Gabriel **,**,10.00,Hermann Oliver *,2
o,Scherrer Johann **,**,8.75,Hermann Oliver *,3
+,Schmutz Adrian *,*,9.75,Hermann Oliver *,4
o,Bieri Christoph ***,***,8.50,Hermann Oliver *,5
+,Büttler Adrian,Adrian,9.75,Hermann Oliver *,6
-,Hasler Luis (2002),(2002),8.75,Bruder Adrian,1
+,Huber Joshua,Joshua,10.00,Bruder Adrian,2
-,Stadler Kevin (2002) *,*,8.75,Bruder Adrian,3
-,Anderegg David *,*,8.75,Bruder Adrian,4
+,Eggenschwiler Fabian,Fabian,10.00,Bruder Adrian,5
+,Büttler Gian,Gian,10.00,Bruder Adrian,6
o,Mangold Michael **,**,8.75,Schmutz Simon *,1
+,Burkhardt Roy,Roy,10.00,Schmutz Simon *,2
o,Waldner Patrick **,**,8.75,Schmutz Simon *,3
-,Stadler Kevin (2002) *,*,8.75,Schmutz Simon *,4
+,Loosli Adrian,Adrian,10.00,Schmutz Simon *,5
+,Schmid Samuel **,**,10.00,Schmutz Simon *,6
+,Eggenschwiler Fabian,Fabian,9.75,Kehr Damian (2001),1
-,Streich Sascha (2001),(2001),8.75,Kehr Damian (2001),2
-,Moser Matthias *,*,8.75,Kehr Damian (2001),3
o,Gerber Manuel *,*,8.50,Kehr Damian (2001),4
+,Huber Fabian,Fabian,10.00,Kehr Damian (2001),5
+,Ris Jörn *,*,10.00,Kehr Damian (2001),6
+,Krebs Clemens *,*,9.75,Lisser Daniel *,1
-,Schmid Samuel **,**,8.75,Lisser Daniel *,2
+,Bieri Florian (2001),(2001),10.00,Lisser Daniel *,3
o,Döbeli Andreas *,*,8.50,Lisser Daniel *,4
+,Müller Simon,Simon,9.75,Lisser Daniel *,5
-,Rüegger Aaron *,*,8.75,Lisser Daniel *,6
o,Hermann Oliver *,*,8.75,Voggensperger Lars (2001) *,1
+,Rüegger Aaron *,*,9.75,Voggensperger Lars (2001) *,2
-,Jusuﬁ Azret,Azret,8.75,Voggensperger Lars (2001) *,3
+,Schär Jonas,Jonas,10.00,Voggensperger Lars (2001) *,4
+,Hügli Kaj **,**,9.75,Voggensperger Lars (2001) *,5
o,Stüdeli Thomas **,**,8.50,Voggensperger Lars (2001) *,6
©,2021 Eidgenössischer Schwingerverba,Schwingerverba,nd,Voggensperger Lars (2001) *,7
-,Waldner Patrick **,**,8.75,Stüdeli Thomas **,1
+,Mangold Martin *,*,10.00,Stüdeli Thomas **,2
-,Mangold Michael **,**,9.00,Stüdeli Thomas **,3
+,Reinhard Pirmin (2001),(2001),10.00,Stüdeli Thomas **,4
+,Bearda Samuel **,**,9.75,Stüdeli Thomas **,5
+,Voggensperger Lars (2001) *,*,10.00,Stüdeli Thomas **,6
+,Hauri Urs **,**,9.75,Bieri Christoph ***,1
+,Kohler Adrian *,*,10.00,Bieri Christoph ***,2
-,Räbmatter Patrick ***,***,8.75,Bieri Christoph ***,3
+,Schillig Willi **,**,10.00,Bieri Christoph ***,4
+,Hermann Oliver *,*,9.75,Bieri Christoph ***,5
o,Strebel Joel **,**,8.75,Bieri Christoph ***,6
+,Schillig Willi **,**,10.00,Studinger Stephan **,1
+,Ris Jörn *,*,10.00,Studinger Stephan **,2
o,Strebel Joel **,**,8.50,Studinger Stephan **,3
+,von Arx Christian *,*,9.75,Studinger Stephan **,4
-,Gnägi Florian ***,***,8.75,Studinger Stephan **,5
+,Bader Andreas **,**,9.75,Studinger Stephan **,6
o,Bieri Christoph ***,***,8.50,Hauri Urs **,1
+,Läuchli Janik *,*,10.00,Hauri Urs **,2
+,Steger Robert,Robert,10.00,Hauri Urs **,3
+,Hasler Jimmy *,*,9.75,Hauri Urs **,4
