result,name,level,points,placed_fighter,fight_round
+,Stoll Simon **,**,10.00,Döbeli Andreas ***,1
+,Räber Lukas *,*,9.75,Döbeli Andreas ***,2
o,Roth Dominik **,**,8.75,Döbeli Andreas ***,3
+,Bader Fabian **,**,10.00,Döbeli Andreas ***,4
+,Erb Roger **,**,10.00,Döbeli Andreas ***,5
+,Strebel Joel ***,***,10.00,Döbeli Andreas ***,6
+,Schmutz Adrian *,*,10.00,Widmer Tobias **,1
+,Lüscher Sinisha (2006),(2006),10.00,Widmer Tobias **,2
o,Odermatt Adrian **,**,8.50,Widmer Tobias **,3
-,Joho Pascal (2004),(2004),9.00,Widmer Tobias **,4
+,Bader Fabian **,**,10.00,Widmer Tobias **,5
+,Probst Gabriel **,**,10.00,Widmer Tobias **,6
+,Bader Fabian **,**,9.75,Döbeli Lukas **,1
+,Antenen Remo (2004),(2004),10.00,Döbeli Lukas **,2
o,Voggensperger Janic **,**,8.75,Döbeli Lukas **,3
+,Graf Gian,Gian,10.00,Döbeli Lukas **,4
-,Kropf Marcel **,**,8.75,Döbeli Lukas **,5
+,Christ Dario *,*,10.00,Döbeli Lukas **,6
-,Roth Dominik **,**,9.00,Voggensperger Lars *,1
+,Widmer David **,**,10.00,Voggensperger Lars *,2
+,Mangold Michael **,**,9.75,Voggensperger Lars *,3
o,Strebel Joel ***,***,8.50,Voggensperger Lars *,4
+,Dünner Tobias (2005),(2005),10.00,Voggensperger Lars *,5
+,Strebel Dominic (2005),(2005),10.00,Voggensperger Lars *,6
+,Schmutz Simon *,*,10.00,Schmid Samuel **,1
+,Böni Ralf (2004),(2004),9.75,Schmid Samuel **,2
-,Vieira Tiago **,**,8.75,Schmid Samuel **,3
+,Voggensperger Til (2004),(2004),9.75,Schmid Samuel **,4
o,Strebel Joel ***,***,8.50,Schmid Samuel **,5
+,Ancona Enea (2004),(2004),10.00,Schmid Samuel **,6
+,Henzer Andreas **,**,9.75,Vieira Tiago **,1
+,Stampﬂi Simon (2004),(2004),10.00,Vieira Tiago **,2
-,Schmid Samuel **,**,8.75,Vieira Tiago **,3
+,Voggensperger Janic **,**,9.75,Vieira Tiago **,4
+,Schwegler Dominik,Dominik,9.75,Vieira Tiago **,5
o,Roth Philipp ***,***,8.50,Vieira Tiago **,6
o,Gerber Andrj *,*,8.50,Hürlimann Mathias *,1
+,Wüthrich Jonas,Jonas,9.75,Hürlimann Mathias *,2
