result,name,level,points,placed_fighter,fight_round
+,Erb Roger **,**,10.00,Orlik Armon **,1
+,Ulrich Andreas ***,***,9.75,Orlik Armon **,2
+,Bühler Ernst **,**,9.75,Orlik Armon **,3
-,Schmid David **,**,9.00,Orlik Armon **,4
+,Glaus Martin ***,***,10.00,Orlik Armon **,5
+,Wicki Joel **,**,10.00,Orlik Armon **,6
-,Alpiger Nick **,**,8.75,Forrer Arnold ***,1
+,Gwerder Guido **,**,10.00,Forrer Arnold ***,2
+,Erb Roger **,**,10.00,Forrer Arnold ***,3
+,Stalder Remo ***,***,10.00,Forrer Arnold ***,4
-,Kindlimann Fabian ***,***,8.75,Forrer Arnold ***,5
+,Räbmatter Patrick **,**,10.00,Forrer Arnold ***,6
+,Räbmatter Patrick **,**,9.75,Bösch Daniel ***,1
+,Imhof Andi ***,***,9.75,Bösch Daniel ***,2
+,Kindlimann Fabian ***,***,10.00,Bösch Daniel ***,3
-,Wicki Joel **,**,9.00,Bösch Daniel ***,4
+,Schuler Philipp **,**,9.75,Bösch Daniel ***,5
o,Ulrich Andreas ***,***,8.50,Bösch Daniel ***,6
+,Hügli Kaj *,*,9.75,Gwerder Andreas **,1
o,Thürig Mario ***,***,8.50,Gwerder Andreas **,2
+,Dobler Florian,Florian,10.00,Gwerder Andreas **,3
o,Studinger Stephan **,**,8.50,Gwerder Andreas **,4
+,Döbeli Andreas (1998) *,*,10.00,Gwerder Andreas **,5
+,Strebel Joel **,**,9.75,Gwerder Andreas **,6
-,Forrer Arnold ***,***,8.75,Alpiger Nick **,1
-,Knechtle Martin **,**,9.00,Alpiger Nick **,2
-,Arnold Stefan **,**,8.75,Alpiger Nick **,3
+,Bernold Christian **,**,9.75,Alpiger Nick **,4
+,Betschart Remo **,**,10.00,Alpiger Nick **,5
+,Glaus Martin ***,***,10.00,Alpiger Nick **,6
o,Ulrich Andreas ***,***,8.50,Thürig Mario ***,1
+,Gwerder Andreas **,**,10.00,Thürig Mario ***,2
-,Zwyssig Raphael ***,***,8.75,Thürig Mario ***,3
+,Wickli Beat **,**,10.00,Thürig Mario ***,4
+,Rhyner Michael **,**,10.00,Thürig Mario ***,5
-,Bühler Ernst **,**,9.00,Thürig Mario ***,6
-,Blatter Lorenz **,**,8.75,Clopath Beat ***,1
-,Brand Christian **,**,8.75,Clopath Beat ***,2
+,Winiger Fabian **,**,10.00,Clopath Beat ***,3
o,Gwerder Guido **,**,8.50,Clopath Beat ***,4
+,Kocher Remo **,**,10.00,Clopath Beat ***,5
+,Studinger Stephan **,**,10.00,Clopath Beat ***,6
-,Oertig Adrian **,**,9.00,Studinger Stephan **,1
+,Brügger Cyrill (1998),(1998),10.00,Studinger Stephan **,2
o,Bless Michael ***,***,8.50,Studinger Stephan **,3
+,Gwerder Andreas **,**,10.00,Studinger Stephan **,4
+,Gwerder Guido **,**,9.75,Studinger Stephan **,5
o,Clopath Beat ***,***,8.50,Studinger Stephan **,6
+,Thürig Mario ***,***,9.75,Ulrich Andreas ***,1
o,Orlik Armon **,**,8.50,Ulrich Andreas ***,2
+,Leuppi Samir **,**,10.00,Ulrich Andreas ***,3
+,Krähenbühl Tobias **,**,9.75,Ulrich Andreas ***,4
+,Zwyssig Raphael ***,***,10.00,Ulrich Andreas ***,5
+,Bösch Daniel ***,***,10.00,Ulrich Andreas ***,6
+,Schmid David **,**,10.00,Bless Michael ***,1
+,Schuler Christian ***,***,9.75,Bless Michael ***,2
+,Studinger Stephan **,**,9.75,Bless Michael ***,3
-,Gisler Bruno ***,***,9.00,Bless Michael ***,4
o,Räbmatter Patrick **,**,8.50,Bless Michael ***,5
+,Waser Dominik **,**,10.00,Bless Michael ***,6
o,Imhof Andi ***,***,8.50,Gisler Bruno ***,1
+,Bernold Christian **,**,9.75,Gisler Bruno ***,2
+,Glaus Martin ***,***,9.75,Gisler Bruno ***,3
-,Bless Michael ***,***,9.00,Gisler Bruno ***,4
+,Strebel Joel **,**,10.00,Gisler Bruno ***,5
+,Rychen Roger **,**,9.75,Gisler Bruno ***,6
o,Bösch Daniel ***,***,8.50,Räbmatter Patrick **,1
+,Waldner Patrick **,**,9.75,Räbmatter Patrick **,2
+,Knechtle Martin **,**,9.75,Räbmatter Patrick **,3
+,Brand Christian **,**,10.00,Räbmatter Patrick **,4
+,Bless Michael ***,***,10.00,Räbmatter Patrick **,5
o,Forrer Arnold ***,***,8.50,Räbmatter Patrick **,6
-,Clopath Beat ***,***,8.75,Blatter Lorenz **,1
+,Hügli Kaj *,*,10.00,Blatter Lorenz **,2
+,Zbinden Marc *,*,10.00,Blatter Lorenz **,3
o,Glaus Martin ***,***,8.50,Blatter Lorenz **,4
+,Dobler Florian,Florian,10.00,Blatter Lorenz **,5
-,Gwerder Guido **,**,9.00,Blatter Lorenz **,6
+,Döbeli Andreas (1998) *,*,9.75,Fässler Andreas **,1
-,Bieri Christoph ***,***,8.75,Fässler Andreas **,2
-,Suppiger Werner **,**,8.75,Fässler Andreas **,3
+,Klausner Yanick **,**,10.00,Fässler Andreas **,4
-,Waser Dominik **,**,8.75,Fässler Andreas **,5
+,Voggensperger Janic (1998) *,*,10.00,Fässler Andreas **,6
+,Klausner Yanick **,**,10.00,Zwyssig Raphael ***,1
-,Schuler Philipp **,**,8.75,Zwyssig Raphael ***,2
-,Thürig Mario ***,***,8.75,Zwyssig Raphael ***,3
+,Döbeli Andreas (1998) *,*,10.00,Zwyssig Raphael ***,4
o,Ulrich Andreas ***,***,8.50,Zwyssig Raphael ***,5
+,Vieira Tiago **,**,9.75,Zwyssig Raphael ***,6
-,Brand Christian **,**,8.75,Britschgi Melk **,1
o,Klausner Yanick **,**,8.50,Britschgi Melk **,2
-,Moser Matthias *,*,8.75,Britschgi Melk **,3
+,Arnold Kornel *,*,10.00,Britschgi Melk **,4
+,Krebs Clemens,Clemens,9.75,Britschgi Melk **,5
+,Stüdeli Thomas **,**,9.75,Britschgi Melk **,6
©,2017 Eidgenössischer Schwingerverba,Schwingerverba,nd,Britschgi Melk **,7
+,Bieri Christoph ***,***,10.00,Wicki Joel **,1
+,Burkhalter Stefan ***,***,9.75,Wicki Joel **,2
+,Krähenbühl Tobias **,**,10.00,Wicki Joel **,3
-,Bösch Daniel ***,***,9.00,Wicki Joel **,4
+,Rychen Roger **,**,10.00,Wicki Joel **,5
o,Orlik Armon **,**,8.75,Wicki Joel **,6
+,Schillig Willi **,**,10.00,Kindlimann Fabian ***,1
+,Arnold Stefan **,**,10.00,Kindlimann Fabian ***,2
o,Bösch Daniel ***,***,8.50,Kindlimann Fabian ***,3
+,Zimmermann Simon **,**,10.00,Kindlimann Fabian ***,4
-,Forrer Arnold ***,***,8.75,Kindlimann Fabian ***,5
+,Erb Roger **,**,9.75,Kindlimann Fabian ***,6
o,Bless Michael ***,***,8.50,Schmid David **,1
+,Brun Samuel (1999) *,*,10.00,Schmid David **,2
+,Bernold Christian **,**,9.75,Schmid David **,3
-,Orlik Armon **,**,8.75,Schmid David **,4
+,Schillig Willi **,**,9.75,Schmid David **,5
+,Krähenbühl Tobias **,**,9.75,Schmid David **,6
o,Schuler Christian ***,***,8.50,Stalder Remo ***,1
+,Nyﬀeler Christoph *,*,9.75,Stalder Remo ***,2
+,Waser Dominik **,**,9.75,Stalder Remo ***,3
o,Forrer Arnold ***,***,8.50,Stalder Remo ***,4
+,Arnold Stefan **,**,10.00,Stalder Remo ***,5
+,Wickli Beat **,**,9.75,Stalder Remo ***,6
+,Steinmann Yves *,*,10.00,Bühler Ernst **,1
+,Winiger Fabian **,**,10.00,Bühler Ernst **,2
o,Orlik Armon **,**,8.50,Bühler Ernst **,3
-,Bieri Christoph ***,***,9.00,Bühler Ernst **,4
+,Voggensperger Janic (1998) *,*,9.75,Bühler Ernst **,5
-,Thürig Mario ***,***,9.00,Bühler Ernst **,6
-,Horner Peter **,**,8.75,Stöckli Stefan **,1
-,Stüdeli Thomas **,**,8.75,Stöckli Stefan **,2
+,von Arx Christian *,*,9.75,Stöckli Stefan **,3
+,Scherrer Johann **,**,10.00,Stöckli Stefan **,4
-,Bieri Christoph ***,***,8.75,Stöckli Stefan **,5
+,Rhyner Michael **,**,10.00,Stöckli Stefan **,6
+,Moser Matthias *,*,10.00,Rychen Roger **,1
+,Hasler Manuel *,*,10.00,Rychen Roger **,2
+,Imhof Andi ***,***,9.75,Rychen Roger **,3
-,Schuler Philipp **,**,9.00,Rychen Roger **,4
o,Wicki Joel **,**,8.50,Rychen Roger **,5
o,Gisler Bruno ***,***,8.50,Rychen Roger **,6
+,Brun Samuel (1999) *,*,10.00,Arnold Stefan **,1
o,Kindlimann Fabian ***,***,8.50,Arnold Stefan **,2
-,Alpiger Nick **,**,8.75,Arnold Stefan **,3
+,Winiger Fabian **,**,9.75,Arnold Stefan **,4
o,Stalder Remo ***,***,8.50,Arnold Stefan **,5
+,Dobler Florian,Florian,10.00,Arnold Stefan **,6
,01.09.2017 17:11,17:11,Seite 1/,Arnold Stefan **,7
o,Orlik Armon **,**,8.50,Erb Roger **,1
+,Rüegger Aaron (1999),(1999),10.00,Erb Roger **,2
o,Forrer Arnold ***,***,8.50,Erb Roger **,3
+,Steinmann Yves *,*,10.00,Erb Roger **,4
+,Schneider Mario **,**,10.00,Erb Roger **,5
o,Kindlimann Fabian ***,***,8.50,Erb Roger **,6
+,Widmer Tobias **,**,9.75,Suppiger Werner **,1
o,Leuppi Samir **,**,8.50,Suppiger Werner **,2
-,Fässler Andreas **,**,8.75,Suppiger Werner **,3
+,Waldner Patrick **,**,10.00,Suppiger Werner **,4
o,Krähenbühl Tobias **,**,8.50,Suppiger Werner **,5
