result,name,level,points,placed_fighter,fight_round
+,Kramer Dorian **,**,9.75,Sempach Thomas ***,1
-,Borcard Johann **,**,9.00,Sempach Thomas ***,2
+,Hofer Sven **,**,9.75,Sempach Thomas ***,3
+,Piemontesi Pascal **,**,10.00,Sempach Thomas ***,4
+,Baeriswyl Christoph **,**,10.00,Sempach Thomas ***,5
+,Roschi Ruedi **,**,10.00,Sempach Thomas ***,6
+,Hayoz Quentin *,*,9.75,Borcard Johann **,1
-,Sempach Thomas ***,***,9.00,Borcard Johann **,2
+,Mamadou Lamine Gnabaly,Gnabaly,10.00,Borcard Johann **,3
-,Gerber Ueli *,*,9.00,Borcard Johann **,4
+,Schläﬂi Hugo,Hugo,9.75,Borcard Johann **,5
+,Dufey Gil *,*,10.00,Borcard Johann **,6
-,Wenger Marcel *,*,8.75,Collaud Romain **,1
+,Choﬄon Anthony,Anthony,10.00,Collaud Romain **,2
+,Turin Antoine,Antoine,10.00,Collaud Romain **,3
o,Roschi Ruedi **,**,8.50,Collaud Romain **,4
+,Tornare Paul,Paul,10.00,Collaud Romain **,5
+,Stoll Thomas *,*,9.75,Collaud Romain **,6
+,Loup Alexandre *,*,10.00,Balimann Sandro *,1
+,Matthey Mickaël **,**,9.75,Balimann Sandro *,2
+,Menoud Liam,Liam,10.00,Balimann Sandro *,3
+,Martin Gaël (2004),(2004),9.75,Balimann Sandro *,4
o,Roschi Ruedi **,**,8.50,Balimann Sandro *,5
-,Haenni Stéphane **,**,8.75,Balimann Sandro *,6
o,Sempach Thomas ***,***,8.50,Kramer Dorian **,1
+,Martin Gaël (2004),(2004),9.75,Kramer Dorian **,2
+,Dufey Gil *,*,9.75,Kramer Dorian **,3
+,Mermillod Jérôme (2004),(2004),9.75,Kramer Dorian **,4
-,Loup Alexandre *,*,8.75,Kramer Dorian **,5
+,Neyroud Geoﬀrey,Geoﬀrey,9.75,Kramer Dorian **,6
-,Lauber Grégoire,Grégoire,8.75,Loup Grégoire,1
+,Zbinden Samuel,Samuel,10.00,Loup Grégoire,2
+,Wieland Janis *,*,10.00,Loup Grégoire,3
o,Matthey Mickaël **,**,8.50,Loup Grégoire,4
+,Pürro David,David,9.75,Loup Grégoire,5
-,Ambresin Cyril **,**,9.00,Loup Grégoire,6
+,Cherpillod Cédric,Cédric,9.75,Tornare Paul,1
-,Haenni Stéphane **,**,8.75,Tornare Paul,2
+,Berger Sascha,Sascha,9.75,Tornare Paul,3
+,Crettaz Olivier *,*,10.00,Tornare Paul,4
o,Collaud Romain **,**,8.50,Tornare Paul,5
-,Zbinden Dario (2004),(2004),9.00,Tornare Paul,6
o,Borcard Johann **,**,8.50,Hayoz Quentin *,1
-,Neyroud Geoﬀrey,Geoﬀrey,8.75,Hayoz Quentin *,2
-,Rogivue Théo (2003),(2003),8.75,Hayoz Quentin *,3
+,Fankhauser Yanik,Yanik,10.00,Hayoz Quentin *,4
+,Berger Sascha,Sascha,10.00,Hayoz Quentin *,5
+,Martin Gaël (2004),(2004),9.75,Hayoz Quentin *,6
+,Haenni Stéphane **,**,9.75,Roschi Ruedi **,1
+,Ambresin Cyril **,**,10.00,Roschi Ruedi **,2
+,Baeriswyl Christoph **,**,10.00,Roschi Ruedi **,3
+,Collaud Romain **,**,9.75,Roschi Ruedi **,4
+,Balimann Sandro *,*,9.75,Roschi Ruedi **,5
o,Sempach Thomas ***,***,8.75,Roschi Ruedi **,6
+,Gerber Ueli *,*,10.00,Matthey Mickaël **,1
o,Balimann Sandro *,*,8.50,Matthey Mickaël **,2
+,Wieland Micha,Micha,10.00,Matthey Mickaël **,3
+,Loup Grégoire,Grégoire,9.75,Matthey Mickaël **,4
-,Wenger Marcel *,*,8.75,Matthey Mickaël **,5
+,Sturny Nicolas **,**,10.00,Matthey Mickaël **,6
+,Menoud Liam,Liam,10.00,Schläﬂi Hugo,1
+,Giroud Jonathan **,**,9.75,Schläﬂi Hugo,2
-,Dorsaz Théo *,*,8.75,Schläﬂi Hugo,3
+,Gaudard Jeremy,Jeremy,10.00,Schläﬂi Hugo,4
o,Borcard Johann **,**,8.50,Schläﬂi Hugo,5
+,Turin Antoine,Antoine,9.75,Schläﬂi Hugo,6
+,Rapin Florent *,*,9.75,Wieland Janis *,1
+,Mollet Ivan **,**,9.75,Wieland Janis *,2
o,Loup Grégoire,Grégoire,8.50,Wieland Janis *,3
+,Perret Axel (2003),(2003),10.00,Wieland Janis *,4
o,Haenni Stéphane **,**,8.50,Wieland Janis *,5
+,Rogivue Théo (2003),(2003),10.00,Wieland Janis *,6
+,Juon Martin,Martin,10.00,Zbinden Dario (2004),1
+,Crettaz Olivier *,*,9.75,Zbinden Dario (2004),2
-,Heim Michael,Michael,8.75,Zbinden Dario (2004),3
-,Ambresin Cyril **,**,9.00,Zbinden Dario (2004),4
+,Hirschi Damien (2003),(2003),9.75,Zbinden Dario (2004),5
-,Tornare Paul,Paul,9.00,Zbinden Dario (2004),6
-,Stoll Thomas *,*,8.75,Dorsaz Théo *,1
+,Suchet Jonathan (2005),(2005),10.00,Dorsaz Théo *,2
-,Schläﬂi Hugo,Hugo,8.75,Dorsaz Théo *,3
-,Heim Michael,Michael,8.75,Dorsaz Théo *,4
+,Deschenaux Martin (2004),(2004),9.75,Dorsaz Théo *,5
+,Perret Axel (2003),(2003),9.75,Dorsaz Théo *,6
o,Balimann Sandro *,*,8.50,Loup Alexandre *,1
-,Pürro David,David,8.75,Loup Alexandre *,2
+,Pasquier Loïc,Loïc,10.00,Loup Alexandre *,3
+,Jacot Ismaël,Ismaël,10.00,Loup Alexandre *,4
-,Kramer Dorian **,**,8.75,Loup Alexandre *,5
+,Heim Michael,Michael,9.75,Loup Alexandre *,6
o,Roschi Ruedi **,**,8.50,Haenni Stéphane **,1
-,Tornare Paul,Paul,8.75,Haenni Stéphane **,2
+,Aeschbacher Ivo,Ivo,10.00,Haenni Stéphane **,3
+,Choﬄon Anthony,Anthony,10.00,Haenni Stéphane **,4
+,Wieland Janis *,*,9.75,Haenni Stéphane **,5
-,Balimann Sandro *,*,8.75,Haenni Stéphane **,6
©,2021 Eidgenössischer Schwingerverba,Schwingerverba,nd,Haenni Stéphane **,7
+,Sturny Nicolas **,**,9.75,Mollet Ivan **,1
o,Wieland Janis *,*,8.50,Mollet Ivan **,2
+,Vallotton Jason,Jason,10.00,Mollet Ivan **,3
+,Pürro David,David,9.75,Mollet Ivan **,4
+,Gerber Ueli *,*,9.75,Mollet Ivan **,5
+,Grossenbacher Marc,Marc,9.75,Mollet Ivan **,6
-,Piemontesi Pascal **,**,8.75,Hofer Sven **,1
+,Riebli Leon (2003),(2003),10.00,Hofer Sven **,2
o,Sempach Thomas ***,***,8.50,Hofer Sven **,3
+,Suchet Jonathan (2005),(2005),10.00,Hofer Sven **,4
+,Pasquier Loïc,Loïc,10.00,Hofer Sven **,5
+,Rapin Florent *,*,9.75,Hofer Sven **,6
-,Hofer Sven **,**,8.75,Piemontesi Pascal **,1
+,Golliard Steve,Steve,10.00,Piemontesi Pascal **,2
+,Grossenbacher Marc,Marc,9.75,Piemontesi Pascal **,3
o,Sempach Thomas ***,***,8.50,Piemontesi Pascal **,4
+,Fankhauser Hans *,*,9.75,Piemontesi Pascal **,5
+,Choﬄon Anthony,Anthony,10.00,Piemontesi Pascal **,6
+,Giroud Jonathan **,**,10.00,Baeriswyl Christoph **,1
+,Leuenberger Gian (2005),(2005),9.75,Baeriswyl Christoph **,2
