result,name,level,points,placed_fighter,fight_round
+,Gisler Bruno ***,***,10.00,Ulrich Andreas ***,1
-,Henzer Andreas **,**,9.00,Ulrich Andreas ***,2
+,Stoﬀel Marc **,**,9.75,Ulrich Andreas ***,3
+,Forrer Arnold ***,***,10.00,Ulrich Andreas ***,4
+,Blatter Lorenz *,*,10.00,Ulrich Andreas ***,5
+,Krähenbühl Tobias **,**,10.00,Ulrich Andreas ***,6
+,Stalder Remo ***,***,10.00,Nötzli Bruno ***,1
-,Schmid David **,**,9.00,Nötzli Bruno ***,2
+,Odermatt Christian **,**,10.00,Nötzli Bruno ***,3
o,Gisler Bruno ***,***,8.75,Nötzli Bruno ***,4
+,Stüdeli Thomas **,**,9.75,Nötzli Bruno ***,5
+,Alpiger Nick **,**,9.75,Nötzli Bruno ***,6
+,Studinger Stephan **,**,10.00,Henzer Andreas **,1
-,Ulrich Andreas ***,***,8.75,Henzer Andreas **,2
+,Büchi Christian,Christian,10.00,Henzer Andreas **,3
+,Widmer David,David,10.00,Henzer Andreas **,4
o,Wicki Joel (1997) **,**,8.50,Henzer Andreas **,5
+,Räbmatter Patrick **,**,9.75,Henzer Andreas **,6
o,Gottofrey Marc *,*,8.75,Blatter Lorenz *,1
+,Studinger Mathias **,**,9.75,Blatter Lorenz *,2
+,Strebel Joel (1997) *,*,9.75,Blatter Lorenz *,3
+,Huber Jan (1997),(1997),10.00,Blatter Lorenz *,4
o,Ulrich Andreas ***,***,8.75,Blatter Lorenz *,5
+,Schär Simon *,*,10.00,Blatter Lorenz *,6
+,Haenni Stéphane **,**,10.00,Stüdeli Thomas **,1
o,Krähenbühl Tobias **,**,8.50,Stüdeli Thomas **,2
+,Küng Marco,Marco,10.00,Stüdeli Thomas **,3
+,Studinger Mathias **,**,10.00,Stüdeli Thomas **,4
o,Nötzli Bruno ***,***,8.50,Stüdeli Thomas **,5
+,Widmer Tobias *,*,9.75,Stüdeli Thomas **,6
+,Villiger Damian *,*,9.75,Odermatt Christian **,1
+,Haenni Stéphane **,**,9.75,Odermatt Christian **,2
o,Nötzli Bruno ***,***,8.50,Odermatt Christian **,3
-,Widmer Tobias *,*,9.00,Odermatt Christian **,4
+,Burtschi Michael,Michael,9.75,Odermatt Christian **,5
+,Hauri Urs **,**,9.75,Odermatt Christian **,6
-,Stoﬀel Marc **,**,8.75,Alpiger Nick **,1
-,Gottofrey Marc *,*,9.00,Alpiger Nick **,2
+,Mangold Martin,Martin,10.00,Alpiger Nick **,3
+,Waldner Patrick **,**,10.00,Alpiger Nick **,4
+,Stegmüller Klemens *,*,10.00,Alpiger Nick **,5
o,Nötzli Bruno ***,***,8.75,Alpiger Nick **,6
+,Kohler Fredi **,**,9.75,Schmid David **,1
-,Nötzli Bruno ***,***,9.00,Schmid David **,2
+,Widmer David,David,9.75,Schmid David **,3
-,Kocher Remo **,**,9.00,Schmid David **,4
+,Strebel Joel (1997) *,*,10.00,Schmid David **,5
o,Wicki Joel (1997) **,**,8.50,Schmid David **,6
+,Remy Guillaume **,**,10.00,Erb Roger **,1
o,Forrer Arnold ***,***,8.75,Erb Roger **,2
o,Huber Jan (1997),(1997),8.50,Erb Roger **,3
+,Leuthard Mario,Mario,10.00,Erb Roger **,4
+,Wilhelm Hannes *,*,9.75,Erb Roger **,5
-,Gottofrey Marc *,*,9.00,Erb Roger **,6
+,Thoenen Henryc **,**,10.00,Wicki Joel (1997) **,1
+,Mahrer Jürg **,**,9.75,Wicki Joel (1997) **,2
+,Stalder Remo ***,***,10.00,Wicki Joel (1997) **,3
o,Bieri Christoph ***,***,8.50,Wicki Joel (1997) **,4
+,Henzer Andreas **,**,9.75,Wicki Joel (1997) **,5
+,Schmid David **,**,9.75,Wicki Joel (1997) **,6
o,Ulrich Andreas ***,***,8.75,Gisler Bruno ***,1
+,Anderegg David *,*,10.00,Gisler Bruno ***,2
+,Brand Christian **,**,10.00,Gisler Bruno ***,3
+,Nötzli Bruno ***,***,10.00,Gisler Bruno ***,4
o,Krähenbühl Tobias **,**,8.75,Gisler Bruno ***,5
+,Winiger Fabian **,**,9.75,Gisler Bruno ***,6
-,Bieri Christoph ***,***,8.75,Forrer Arnold ***,1
+,Erb Roger **,**,10.00,Forrer Arnold ***,2
+,Scherrer Johann **,**,10.00,Forrer Arnold ***,3
o,Ulrich Andreas ***,***,8.75,Forrer Arnold ***,4
+,Vieira Tiago **,**,9.75,Forrer Arnold ***,5
+,Voggensperger Janic (1998) *,*,9.75,Forrer Arnold ***,6
-,Räbmatter Patrick **,**,8.75,Krähenbühl Tobias **,1
+,Stüdeli Thomas **,**,9.75,Krähenbühl Tobias **,2
+,Gschwind Michael **,**,9.75,Krähenbühl Tobias **,3
+,Thoenen Henryc **,**,10.00,Krähenbühl Tobias **,4
+,Gisler Bruno ***,***,9.75,Krähenbühl Tobias **,5
o,Ulrich Andreas ***,***,8.75,Krähenbühl Tobias **,6
+,Waldner Patrick **,**,10.00,Mahrer Jürg **,1
o,Wicki Joel (1997) **,**,8.50,Mahrer Jürg **,2
+,Stoll Simon,Simon,10.00,Mahrer Jürg **,3
o,Kohler Fredi **,**,8.50,Mahrer Jürg **,4
+,Probst Gabriel **,**,9.75,Mahrer Jürg **,5
+,Kocher Remo **,**,10.00,Mahrer Jürg **,6
o,Mahrer Jürg **,**,8.50,Waldner Patrick **,1
+,Villiger Damian *,*,9.75,Waldner Patrick **,2
+,Haenni Stéphane **,**,10.00,Waldner Patrick **,3
o,Alpiger Nick **,**,8.50,Waldner Patrick **,4
+,Rüegger Aaron (1999),(1999),9.75,Waldner Patrick **,5
+,Moser Matthias,Matthias,10.00,Waldner Patrick **,6
o,Winiger Fabian **,**,8.50,Steinmann Yves *,1
+,Schneider Markus *,*,10.00,Steinmann Yves *,2
+,Probst Stefan,Stefan,9.75,Steinmann Yves *,3
o,Stalder Remo ***,***,8.50,Steinmann Yves *,4
+,Stoll Simon,Simon,9.75,Steinmann Yves *,5
+,Brügger Cyrill (1998),(1998),9.75,Steinmann Yves *,6
-,Voggensperger Janic (1998) *,*,9.00,Strebel Joel (1997) *,1
+,Schläpfer Matthias *,*,10.00,Strebel Joel (1997) *,2
o,Blatter Lorenz *,*,8.50,Strebel Joel (1997) *,3
+,Probst Stefan,Stefan,10.00,Strebel Joel (1997) *,4
o,Schmid David **,**,8.75,Strebel Joel (1997) *,5
+,Hermann Oliver,Oliver,9.75,Strebel Joel (1997) *,6
-,Strebel Joel (1997) *,*,9.00,Voggensperger Janic (1998) *,1
-,Vieira Tiago **,**,8.75,Voggensperger Janic (1998) *,2
+,Lang Martin **,**,9.75,Voggensperger Janic (1998) *,3
+,Rüegger Aaron (1999),(1999),10.00,Voggensperger Janic (1998) *,4
+,Scherrer Johann **,**,9.75,Voggensperger Janic (1998) *,5
o,Forrer Arnold ***,***,8.50,Voggensperger Janic (1998) *,6
©,2017 Eidgenössischer Schwingerverba,Schwingerverba,nd,Voggensperger Janic (1998) *,7
-,Forrer Arnold ***,***,9.00,Bieri Christoph ***,1
+,von Arx Christian *,*,10.00,Bieri Christoph ***,2
+,Gottofrey Marc *,*,9.75,Bieri Christoph ***,3
+,Wicki Joel (1997) **,**,9.75,Bieri Christoph ***,4
-,Kohler Fredi **,**,9.00,Bieri Christoph ***,5
+,Stoﬀel Marc **,**,10.00,Bieri Christoph ***,6
-,Dobler Florian,Florian,8.75,Kramer Franz,1
+,Fritz Andreas,Andreas,10.00,Kramer Franz,2
o,Kocher Remo **,**,8.75,Kramer Franz,3
+,Schneider Markus *,*,10.00,Kramer Franz,4
+,von Arx Christian *,*,9.75,Kramer Franz,5
+,Döbeli Andreas (1998),(1998),9.75,Kramer Franz,6
o,Nötzli Bruno ***,***,8.75,Stalder Remo ***,1
+,Winiger Fabian **,**,10.00,Stalder Remo ***,2
o,Wicki Joel (1997) **,**,8.75,Stalder Remo ***,3
+,Steinmann Yves *,*,10.00,Stalder Remo ***,4
+,Schlachter Lukas *,*,9.75,Stalder Remo ***,5
+,Gschwind Michael **,**,9.75,Stalder Remo ***,6
o,Wicki Joel (1997) **,**,8.50,Thoenen Henryc **,1
+,Schumacher Michael *,*,10.00,Thoenen Henryc **,2
+,Döbeli Andreas (1998),(1998),9.75,Thoenen Henryc **,3
o,Krähenbühl Tobias **,**,8.75,Thoenen Henryc **,4
+,Räber Lukas,Lukas,10.00,Thoenen Henryc **,5
+,Kohler Fredi **,**,9.75,Thoenen Henryc **,6
+,Burkhardt Roy,Roy,10.00,Huber Jan (1997),1
+,Schneider Markus *,*,9.75,Huber Jan (1997),2
+,Erb Roger **,**,9.75,Huber Jan (1997),3
o,Blatter Lorenz *,*,8.50,Huber Jan (1997),4
o,Gschwind Michael **,**,8.75,Huber Jan (1997),5
+,Nyﬀeler Christoph,Christoph,10.00,Huber Jan (1997),6
+,Lehmann Nicola *,*,9.75,Brand Christian **,1
+,Remy Guillaume **,**,9.75,Brand Christian **,2
o,Gisler Bruno ***,***,8.50,Brand Christian **,3
+,Reimann Marco (1998),(1998),10.00,Brand Christian **,4
o,Räbmatter Patrick **,**,8.50,Brand Christian **,5
+,Büttler Adrian (1999),(1999),10.00,Brand Christian **,6
-,Schläpfer Matthias *,*,8.75,Klausner Yanick **,1
-,Schär Simon *,*,9.00,Klausner Yanick **,2
+,Krebs Clemens,Clemens,9.75,Klausner Yanick **,3
-,von Arx Christian *,*,9.00,Klausner Yanick **,4
+,Hasler Manuel,Manuel,9.75,Klausner Yanick **,5
+,Probst Gabriel **,**,9.75,Klausner Yanick **,6
+,Schlachter Lukas *,*,10.00,Scherrer Johann **,1
-,Räbmatter Patrick **,**,8.75,Scherrer Johann **,2
o,Forrer Arnold ***,***,8.50,Scherrer Johann **,3
+,Müller Christian (1998),(1998),10.00,Scherrer Johann **,4
o,Voggensperger Janic (1998) *,*,8.75,Scherrer Johann **,5
+,Küng Marco,Marco,10.00,Scherrer Johann **,6
-,Krähenbühl Tobias **,**,8.75,Räbmatter Patrick **,1
-,Scherrer Johann **,**,8.75,Räbmatter Patrick **,2
+,Dobler Florian,Florian,10.00,Räbmatter Patrick **,3
+,Bader Andreas *,*,10.00,Räbmatter Patrick **,4
+,Brand Christian **,**,9.75,Räbmatter Patrick **,5
o,Henzer Andreas **,**,8.50,Räbmatter Patrick **,6
,08.09.2017 02:35,02:35,Seite 1/,Räbmatter Patrick **,7
+,Leutwyler Pascal,Pascal,9.75,Hasler Manuel,1
+,Büchi Christian,Christian,9.75,Hasler Manuel,2
-,Winiger Fabian **,**,8.75,Hasler Manuel,3
-,Hügli Kaj (1997) *,*,9.00,Hasler Manuel,4
o,Klausner Yanick **,**,8.50,Hasler Manuel,5
+,Schlachter Lukas *,*,10.00,Hasler Manuel,6
o,Schmid David **,**,8.50,Kohler Fredi **,1
+,Hauri Urs **,**,9.75,Kohler Fredi **,2
+,Furter Reto **,**,10.00,Kohler Fredi **,3
+,Mahrer Jürg **,**,9.75,Kohler Fredi **,4
-,Bieri Christoph ***,***,9.00,Kohler Fredi **,5
o,Thoenen Henryc **,**,8.75,Kohler Fredi **,6
-,Kohler Adrian,Adrian,8.75,Leuthard Mario,1
+,Studer Remo,Remo,9.75,Leuthard Mario,2
+,Bieli Andreas,Andreas,9.75,Leuthard Mario,3
o,Erb Roger **,**,8.50,Leuthard Mario,4
-,Dobler Florian,Florian,8.75,Leuthard Mario,5
+,Räber Lukas,Lukas,10.00,Leuthard Mario,6
+,Steinmann Yves *,*,10.00,Winiger Fabian **,1
o,Stalder Remo ***,***,8.50,Winiger Fabian **,2
-,Hasler Manuel,Manuel,8.75,Winiger Fabian **,3
+,Brügger Cyrill (1998),(1998),9.75,Winiger Fabian **,4
+,Kropf Marcel **,**,10.00,Winiger Fabian **,5
o,Gisler Bruno ***,***,8.50,Winiger Fabian **,6
-,Leuthard Mario,Mario,8.75,Kohler Adrian,1
+,Abt Robin (1997),(1997),9.75,Kohler Adrian,2
+,Treier Tobias (1998),(1998),9.75,Kohler Adrian,3
o,Stoﬀel Marc **,**,8.50,Kohler Adrian,4
o,Lehmann Nicola *,*,8.75,Kohler Adrian,5
+,Büchi Christian,Christian,10.00,Kohler Adrian,6
-,Wilhelm Hannes *,*,8.75,Gschwind Michael **,1
+,Lang Martin **,**,9.75,Gschwind Michael **,2
o,Krähenbühl Tobias **,**,8.50,Gschwind Michael **,3
+,Wilhelm Manuel,Manuel,10.00,Gschwind Michael **,4
+,Huber Jan (1997),(1997),9.75,Gschwind Michael **,5
o,Stalder Remo ***,***,8.50,Gschwind Michael **,6
o,Huber Jan (1997),(1997),8.50,Schneider Markus *,1
o,Steinmann Yves *,*,8.50,Schneider Markus *,2
+,Riesen Ruedi,Ruedi,9.75,Schneider Markus *,3
o,Kramer Franz,Franz,8.50,Schneider Markus *,4
+,Lehmann Robin (1999),(1999),10.00,Schneider Markus *,5
+,Wyss Patrick,Patrick,10.00,Schneider Markus *,6
o,Leuthard Reto,Reto,8.50,Nyﬀeler Christoph,1
