result,name,level,points,placed_fighter,fight_round
-,Götte Urban,,9.00,Wenger Kilian ,1
+,Kläy Jean-Philippe,,10.00,Wenger Kilian ,2
+,Jampen Simon,,10.00,Wenger Kilian ,3
+,Siegenthaler Matthias,,9.75,Wenger Kilian ,4
+,Salzmann Beat,,10.00,Wenger Kilian ,5
+,Sempach Matthias,,10.00,Wenger Kilian ,6
+,Schmid David,,10.00,Zaugg Thomas ,1
o,Scheuber Lutz,,8.50,Zaugg Thomas ,2
+,Meuter Adrian,,10.00,Zaugg Thomas ,3
+,Huber Cederic,,10.00,Zaugg Thomas ,4
+,Gnägi Florian,,9.75,Zaugg Thomas ,5
+,Zenger Niklaus,,9.75,Zaugg Thomas ,6
-,Glarner Matthias,,8.75,Gnägi Florian ,1
+,Zenger Michael,,10.00,Gnägi Florian ,2
+,Graber Bruno,,10.00,Gnägi Florian ,3
+,Gerber Christian,,10.00,Gnägi Florian ,4
o,Zaugg Thomas,,8.50,Gnägi Florian ,5
+,Wüthrich Niklaus,,10.00,Gnägi Florian ,6
-,Gnägi Florian,,8.75,Glarner Matthias ,1
+,Marti Stefan,,10.00,Glarner Matthias ,2
+,Aeschbacher Matthias,,10.00,Glarner Matthias ,3
+,Moser Michael,,9.75,Glarner Matthias ,4
-,Jampen Simon,,8.75,Glarner Matthias ,5
+,Studer Stefan,,9.75,Glarner Matthias ,6
-,Tschanz Richard,,8.75,Schenkel Adrian ,1
+,Schmid David,,9.75,Schenkel Adrian ,2
o,Huber Cederic,,8.50,Schenkel Adrian ,3
+,Inniger Thomas,,10.00,Schenkel Adrian ,4
+,Gehrig Damian,,9.75,Schenkel Adrian ,5
+,Käser Remo,,10.00,Schenkel Adrian ,6
+,Reusser Philipp,,10.00,Kläy Jean-Philippe ,1
o,Wenger Kilian,,8.50,Kläy Jean-Philippe ,2
+,Kämpf Marcel,,9.75,Kläy Jean-Philippe ,3
+,Wiedmer Thomas,,10.00,Kläy Jean-Philippe ,4
o,Sempach Matthias,,8.50,Kläy Jean-Philippe ,5
+,Wälti Christoph,,10.00,Kläy Jean-Philippe ,6
+,Haenni Stephane,,10.00,Kämpf Bernhard ,1
+,Lanz Christian,,9.75,Kämpf Bernhard ,2
+,Scheuber Lutz,,9.75,Kämpf Bernhard ,3
o,Sempach Matthias,,8.75,Kämpf Bernhard ,4
-,Sempach Thomas,,9.00,Kämpf Bernhard ,5
-,Marti Stefan,,9.00,Kämpf Bernhard ,6
+,Fankhauser Kurt,,9.75,Lengacher Jonas ,1
-,Dick Christian,,8.75,Lengacher Jonas ,2
+,Zürcher Kurt,,10.00,Lengacher Jonas ,3
-,Brunner Marcel,,8.75,Lengacher Jonas ,4
+,Kropf Thomas,,10.00,Lengacher Jonas ,5
-,Aeschbacher Matthias,,8.75,Lengacher Jonas ,6
+,Graber Alfred,,9.75,Meuter Adrian ,1
-,Kämpf Marcel,,9.00,Meuter Adrian ,2
o,Zaugg Thomas,,8.50,Meuter Adrian ,3
+,Mathys Simon,,9.75,Meuter Adrian ,4
+,Wiedmer Thomas,,10.00,Meuter Adrian ,5
-,Scheuber Lutz,,9.00,Meuter Adrian ,6
-,Berger René,,8.75,Roth Philipp ,1
+,Eggimann Claudio,,9.75,Roth Philipp ,2
+,Hänni Wiliam,,10.00,Roth Philipp ,3
-,Habegger Heinz,,8.75,Roth Philipp ,4
-,Luginbühl Hanspeter,,8.75,Roth Philipp ,5
+,Ramseier Fritz,,9.75,Roth Philipp ,6
o,Graber Willy,,8.50,Huber Cederic ,1
+,Zehnder Jürg,,10.00,Huber Cederic ,2
