result,name,level,points,placed_fighter,fight_round
-,Stalder Remo ***,***,8.75,Erb Roger **,1
+,Probst Gabriel **,**,10.00,Erb Roger **,2
+,Mangold Michael,Michael,10.00,Erb Roger **,3
+,Bader Andreas *,*,10.00,Erb Roger **,4
+,Schaﬀner Samuel **,**,10.00,Erb Roger **,5
+,Gisler Bruno ***,***,10.00,Erb Roger **,6
+,Schaﬀner Samuel **,**,10.00,Brand Christian **,1
o,Thürig Mario ***,***,8.50,Brand Christian **,2
+,Müller Simon,Simon,10.00,Brand Christian **,3
+,Seiler Thomas,Thomas,10.00,Brand Christian **,4
-,Schmid David **,**,9.00,Brand Christian **,5
+,Scherrer Johann **,**,10.00,Brand Christian **,6
-,Voggensperger Janic (1998) *,*,8.75,Thürig Mario ***,1
+,Brand Christian **,**,10.00,Thürig Mario ***,2
+,Kropf Marcel **,**,10.00,Thürig Mario ***,3
-,Henzer Andreas **,**,8.75,Thürig Mario ***,4
+,Waldner Patrick **,**,10.00,Thürig Mario ***,5
+,Hauri Urs **,**,9.75,Thürig Mario ***,6
+,Scherrer Johann **,**,9.75,Hasler Manuel *,1
-,Hügli Kaj *,*,9.00,Hasler Manuel *,2
o,Bieri Christoph ***,***,8.50,Hasler Manuel *,3
+,Müller Simon,Simon,10.00,Hasler Manuel *,4
+,Bürgler Patrick,Patrick,10.00,Hasler Manuel *,5
+,Widmer David,David,9.75,Hasler Manuel *,6
-,Schmid Samuel **,**,0.00,Hasler Manuel *,7
+,Hermann Oliver *,*,10.00,Kocher Remo **,1
-,Bieri Christoph ***,***,8.75,Kocher Remo **,2
+,Gander Michael (1998),(1998),9.75,Kocher Remo **,3
+,Knutti Alexander (1999),(1999),10.00,Kocher Remo **,4
o,Gisler Bruno ***,***,8.50,Kocher Remo **,5
+,Schaﬀner Samuel **,**,10.00,Kocher Remo **,6
+,Probst Gabriel **,**,9.75,Leuthard Reto *,1
-,Stoﬀel Marc **,**,8.75,Leuthard Reto *,2
+,Schaub Florent,Florent,9.75,Leuthard Reto *,3
+,Fritz Christian,Christian,10.00,Leuthard Reto *,4
o,Stalder Remo ***,***,8.50,Leuthard Reto *,5
+,Kropf Marcel **,**,10.00,Leuthard Reto *,6
-,Henzer Andreas **,**,9.00,Vollenweider Jeremy (1998) *,1
-,Stüdeli Thomas **,**,9.00,Vollenweider Jeremy (1998) *,2
+,Roth Christian,Christian,10.00,Vollenweider Jeremy (1998) *,3
+,Körkel Yannik,Yannik,10.00,Vollenweider Jeremy (1998) *,4
-,Kropf Marcel **,**,8.75,Vollenweider Jeremy (1998) *,5
