result,name,level,points,placed_fighter,fight_round
+,Schmid David ***,***,9.75,Alpiger Nick ***,1
+,Kocher Remo **,**,10.00,Alpiger Nick ***,2
+,Vieira Tiago **,**,9.75,Alpiger Nick ***,3
+,Räbmatter Patrick ***,***,10.00,Alpiger Nick ***,4
+,Kropf Marcel **,**,10.00,Alpiger Nick ***,5
+,Räbmatter Patrick ***,***,10.00,Alpiger Nick ***,6
+,Stoll Simon **,**,10.00,Räbmatter Patrick ***,1
+,Odermatt Adrian (2001) *,*,10.00,Räbmatter Patrick ***,2
+,Waldner Patrick **,**,10.00,Räbmatter Patrick ***,3
o,Alpiger Nick ***,***,8.75,Räbmatter Patrick ***,4
+,Erb Roger **,**,10.00,Räbmatter Patrick ***,5
o,Alpiger Nick ***,***,8.75,Räbmatter Patrick ***,6
+,Stalder Remo ***,***,9.75,Bieri Christoph ***,1
+,Hasler Manuel *,*,9.75,Bieri Christoph ***,2
+,Bader Andreas **,**,9.75,Bieri Christoph ***,3
-,Döbeli Andreas *,*,8.75,Bieri Christoph ***,4
-,Voggensperger Janic **,**,8.75,Bieri Christoph ***,5
+,Brand Christian **,**,10.00,Bieri Christoph ***,6
+,Anderegg David *,*,10.00,Brun Samuel **,1
o,Schmid David ***,***,8.50,Brun Samuel **,2
+,Ris Jörn,Jörn,9.75,Brun Samuel **,3
o,Kramer Franz *,*,8.75,Brun Samuel **,4
+,Hitz Florian,Florian,10.00,Brun Samuel **,5
+,Arnold Kornel *,*,9.75,Brun Samuel **,6
+,Dettwiler Patrick,Patrick,10.00,Schmutz Simon (2000),1
+,Sempach Beat,Beat,10.00,Schmutz Simon (2000),2
o,Leuthard Reto **,**,8.50,Schmutz Simon (2000),3
+,Odermatt Adrian (2001) *,*,10.00,Schmutz Simon (2000),4
o,Döbeli Andreas *,*,8.50,Schmutz Simon (2000),5
+,Brügger Joël (2000),(2000),9.75,Schmutz Simon (2000),6
+,Bearda Samuel **,**,10.00,Waldner Patrick **,1
+,Rüegger Aaron *,*,10.00,Waldner Patrick **,2
o,Räbmatter Patrick ***,***,8.50,Waldner Patrick **,3
-,Stoll Thomas,Thomas,9.00,Waldner Patrick **,4
+,Schwenkfelder Lukas *,*,10.00,Waldner Patrick **,5
-,Räber Lukas *,*,9.00,Waldner Patrick **,6
-,Schillig Willi **,**,8.75,Hügli Kaj **,1
-,Stüdeli Thomas **,**,8.75,Hügli Kaj **,2
+,Regenass Reto (2000),(2000),10.00,Hügli Kaj **,3
+,Scherrer Johann **,**,10.00,Hügli Kaj **,4
+,Jusuﬁ Ilber,Ilber,10.00,Hügli Kaj **,5
o,Kropf Marcel **,**,8.50,Hügli Kaj **,6
+,Kramer Franz *,*,10.00,Odermatt Adrian (2001) *,1
o,Räbmatter Patrick ***,***,8.50,Odermatt Adrian (2001) *,2
+,Winiger Fabian **,**,10.00,Odermatt Adrian (2001) *,3
o,Schmutz Simon (2000),(2000),8.50,Odermatt Adrian (2001) *,4
-,Lisser Daniel *,*,9.00,Odermatt Adrian (2001) *,5
+,Schwenkfelder Lukas *,*,10.00,Odermatt Adrian (2001) *,6
+,Jusuﬁ Ilber,Ilber,10.00,Kohler Adrian,1
+,Burkhardt Roy,Roy,10.00,Kohler Adrian,2
o,Voggensperger Janic **,**,8.50,Kohler Adrian,3
o,Studinger Stephan **,**,8.50,Kohler Adrian,4
+,Gisin Yanic,Yanic,10.00,Kohler Adrian,5
-,Gerber Andrj (2000) *,*,8.75,Kohler Adrian,6
+,Blatter Remo (2000),(2000),9.75,Voggensperger Lars (2001),1
+,Küng Marco *,*,9.75,Voggensperger Lars (2001),2
+,Räber Lukas *,*,10.00,Voggensperger Lars (2001),3
o,Widmer Tobias **,**,8.50,Voggensperger Lars (2001),4
+,Mangold Michael **,**,10.00,Voggensperger Lars (2001),5
+,Lisser Daniel *,*,10.00,Voggensperger Lars (2001),6
+,von Büren Stephan **,**,9.75,Voggensperger Janic **,1
-,Leuthard Reto **,**,8.75,Voggensperger Janic **,2
+,Kohler Adrian,Adrian,9.75,Voggensperger Janic **,3
+,Schaﬀner Samuel **,**,10.00,Voggensperger Janic **,4
-,Bieri Christoph ***,***,8.75,Voggensperger Janic **,5
+,Kramer Franz *,*,10.00,Voggensperger Janic **,6
+,Küng Marco *,*,9.75,Hasler Manuel *,1
o,Bieri Christoph ***,***,8.50,Hasler Manuel *,2
+,Senn Marco,Marco,10.00,Hasler Manuel *,3
+,Hitz Florian,Florian,10.00,Hasler Manuel *,4
-,Vieira Tiago **,**,8.75,Hasler Manuel *,5
+,Anderegg David *,*,9.75,Hasler Manuel *,6
o,Döbeli Andreas *,*,8.50,Erb Roger **,1
+,Schaﬀner Samuel **,**,10.00,Erb Roger **,2
+,Jusuﬁ Azret,Azret,10.00,Erb Roger **,3
+,Mangold Michael **,**,9.75,Erb Roger **,4
o,Räbmatter Patrick ***,***,8.50,Erb Roger **,5
+,Leuthard Reto **,**,10.00,Erb Roger **,6
o,Bieri Christoph ***,***,8.50,Stalder Remo ***,1
+,Räber Lukas *,*,9.75,Stalder Remo ***,2
o,Mangold Michael **,**,8.50,Stalder Remo ***,3
+,Anderegg David *,*,10.00,Stalder Remo ***,4
+,Blatter Remo (2000),(2000),10.00,Stalder Remo ***,5
+,Bearda Samuel **,**,10.00,Stalder Remo ***,6
o,Alpiger Nick ***,***,8.75,Schmid David ***,1
+,Brun Samuel **,**,9.75,Schmid David ***,2
+,Lisser Daniel *,*,10.00,Schmid David ***,3
-,Stoﬀel Marc **,**,8.75,Schmid David ***,4
+,Studinger Stephan **,**,10.00,Schmid David ***,5
-,Stegmüller Klemens *,*,9.00,Schmid David ***,6
o,Schmid Samuel **,**,8.50,Stoﬀel Marc **,1
+,Bearda Samuel **,**,10.00,Stoﬀel Marc **,2
+,Stoll Thomas,Thomas,9.75,Stoﬀel Marc **,3
-,Schmid David ***,***,8.75,Stoﬀel Marc **,4
+,Senn Marco,Marco,10.00,Stoﬀel Marc **,5
-,Widmer Tobias **,**,9.00,Stoﬀel Marc **,6
-,Schwenkfelder Lukas *,*,8.75,Stegmüller Klemens *,1
o,Widmer Tobias **,**,8.50,Stegmüller Klemens *,2
+,Meyer Lukas (2001),(2001),10.00,Stegmüller Klemens *,3
+,Brügger Joël (2000),(2000),9.75,Stegmüller Klemens *,4
+,Grossmann Andreas,Andreas,9.75,Stegmüller Klemens *,5
-,Schmid David ***,***,9.00,Stegmüller Klemens *,6
o,Odermatt Adrian (2001) *,*,8.50,Kramer Franz *,1
